timestamp,action,ticker,option_type,strike,expiration,contracts,price,reason,pnl_pct,outcome
2025-03-23T22:53:47.866485,SELL,SVT,CALL,10,2025-03-28,462,10.7,Take Profit,,
2025-03-23T22:53:47.875721,SELL,AKRO,CALL,45,2025-03-28,110,45.24,Take Profit,,
2025-03-23T22:53:47.885031,SELL,OSK,CALL,95,2025-03-28,52,95.805,Take Profit,,
2025-03-23T22:53:47.893185,SELL,LIN,CALL,460,2025-03-28,10,458.38,Take Profit,,
2025-03-23T22:53:47.901233,SELL,LIN,CALL,460,2025-03-28,10,458.38,Take Profit,,
2025-03-23T22:53:47.908735,SELL,FLWS,CALL,5,2025-03-28,862,5.805,Take Profit,,
2025-03-24T20:21:27.378083,SELL,GRMN,CALL,210,2025-03-28,23,214.46,Take Profit,,
2025-03-24T20:21:27.387014,SELL,HE,CALL,10,2025-03-28,454,11.11,Take Profit,,
2025-03-24T20:21:27.394739,SELL,AMP,CALL,495,2025-03-28,10,508.6,Take Profit,,
2025-03-24T20:21:27.402193,SELL,BRK.B,CALL,520,2025-03-28,9,525.68,Take Profit,,
2025-03-24T20:21:27.409814,SELL,COR,CALL,265,2025-03-28,18,267.455,Take Profit,,
2025-03-24T20:21:27.417563,SELL,AZO,CALL,3605,2025-03-28,1,3666.73,Take Profit,,
2025-03-24T20:21:27.426490,SELL,MCD,CALL,305,2025-03-28,16,305.75,Take Profit,,
2025-03-24T20:21:27.435905,SELL,WMB,CALL,60,2025-03-28,83,61.08,Take Profit,,
2025-03-24T20:21:27.443723,SELL,AZO,CALL,3605,2025-03-28,1,3666.73,Take Profit,,
2025-03-24T20:21:27.453333,SELL,BABA,CALL,135,2025-03-28,36,134.56,Take Profit,,
2025-03-24T20:21:27.472829,SELL,WMB,CALL,60,2025-03-28,83,61.08,Take Profit,,
2025-03-24T20:21:27.482606,SELL,SWTX,CALL,50,2025-03-28,100,48.36,Take Profit,,
2025-03-24T20:21:27.493482,SELL,BABA,CALL,135,2025-03-28,36,134.56,Take Profit,,
2025-03-24T20:21:27.501910,SELL,GRMN,CALL,210,2025-03-28,23,214.46,Take Profit,,
2025-03-24T20:21:27.510473,SELL,HE,CALL,10,2025-03-28,454,11.11,Take Profit,,
2025-03-24T20:21:27.519736,SELL,AMP,CALL,495,2025-03-28,10,508.6,Take Profit,,
2025-03-24T20:21:27.529279,SELL,BRK.B,CALL,520,2025-03-28,9,525.68,Take Profit,,
2025-03-24T20:21:27.537102,SELL,COR,CALL,265,2025-03-28,18,267.455,Take Profit,,
2025-03-24T20:21:27.546601,SELL,AZO,CALL,3605,2025-03-28,1,3666.73,Take Profit,,
2025-03-24T20:21:27.556405,SELL,MCD,CALL,305,2025-03-28,16,305.75,Take Profit,,
2025-03-24T20:21:27.565699,SELL,WMB,CALL,60,2025-03-28,83,61.08,Take Profit,,
2025-03-24T20:21:27.573478,SELL,AZO,CALL,3605,2025-03-28,1,3666.73,Take Profit,,
2025-03-24T20:21:27.582543,SELL,BABA,CALL,135,2025-03-28,36,134.56,Take Profit,,
2025-03-24T20:21:27.591411,SELL,WMB,CALL,60,2025-03-28,83,61.08,Take Profit,,
2025-03-24T20:21:27.599678,SELL,SWTX,CALL,50,2025-03-28,100,48.36,Take Profit,,
2025-03-24T20:21:27.609583,SELL,BABA,CALL,135,2025-03-28,36,134.56,Take Profit,,
2025-03-24T20:21:27.618153,SELL,ACN,CALL,305,2025-03-28,16,307.14,Take Profit,,
2025-03-24T20:21:27.626762,SELL,BAER,CALL,0,2025-03-28,3571,1.315,Take Profit,,
2025-03-24T20:21:27.635979,SELL,VSAT,CALL,10,2025-03-28,510,11.18,Take Profit,,
2025-03-24T20:21:27.645201,SELL,EE,CALL,30,2025-03-28,171,30.73,Take Profit,,
2025-03-24T20:21:27.654038,SELL,CDW,CALL,165,2025-03-28,30,170.21,Take Profit,,
2025-03-24T20:21:27.662112,SELL,HLMN,CALL,10,2025-03-28,555,9.03,Take Profit,,
2025-03-24T20:21:27.670866,SELL,STRL,CALL,125,2025-03-28,39,133.85,Take Profit,,
2025-03-24T20:21:27.680271,SELL,LH,CALL,235,2025-03-28,21,236.29,Take Profit,,
2025-03-24T20:21:27.688897,SELL,CPAY,CALL,345,2025-03-28,14,357.895,Take Profit,,
2025-03-24T20:21:27.698551,SELL,V,CALL,335,2025-03-28,14,343.74,Take Profit,,
2025-03-24T20:21:27.709344,SELL,CACI,CALL,365,2025-03-28,13,371.68,Take Profit,,
2025-03-24T20:21:27.718444,SELL,PAYX,CALL,145,2025-03-28,34,144.77,Take Profit,,
2025-03-24T20:21:27.728027,SELL,LH,CALL,235,2025-03-28,21,236.29,Take Profit,,
2025-03-24T20:21:27.736799,SELL,EPAC,CALL,40,2025-03-28,119,43.35,Take Profit,,
2025-03-24T20:21:27.745354,SELL,UBER,CALL,75,2025-03-28,65,76.455,Take Profit,,
2025-03-24T20:21:27.754208,SELL,DG,CALL,85,2025-03-28,59,83.19,Take Profit,,
2025-03-24T20:21:27.763652,SELL,AMP,CALL,495,2025-03-28,10,508.6,Take Profit,,
2025-03-24T20:21:27.773338,SELL,FI,CALL,220,2025-03-28,22,221.71,Take Profit,,
2025-03-24T20:21:27.782294,SELL,CRWD,CALL,360,2025-03-28,13,372.51,Take Profit,,
2025-03-24T20:21:27.790514,SELL,AMZN,CALL,195,2025-03-28,25,203.04,Take Profit,,
2025-03-24T20:21:27.799869,SELL,AMZN,CALL,195,2025-03-28,25,203.04,Take Profit,,
2025-03-24T20:21:27.808897,SELL,HUM,CALL,265,2025-03-28,18,271.67,Take Profit,,
2025-03-24T20:21:27.817228,SELL,AMZN,CALL,195,2025-03-28,25,203.04,Take Profit,,
2025-03-24T20:21:27.826845,SELL,WYNN,CALL,85,2025-03-28,60,84.91,Take Profit,,
2025-03-24T20:21:27.836268,SELL,TSLA,CALL,250,2025-03-28,20,278.43,Take Profit,,
2025-03-24T20:21:27.845831,SELL,MRK,CALL,95,2025-03-28,53,92.32,Take Profit,,
2025-03-24T20:21:27.855448,SELL,MSFT,CALL,390,2025-03-28,12,392.6,Take Profit,,
2025-03-24T20:21:27.864351,SELL,AMZN,CALL,195,2025-03-28,25,203.04,Take Profit,,
2025-03-24T20:21:27.873549,SELL,PFE,CALL,25,2025-03-28,190,26.125,Take Profit,,
2025-03-24T20:21:27.883465,SELL,UNP,CALL,235,2025-03-28,21,235.23,Take Profit,,
2025-03-24T20:21:27.892242,SELL,PLD,CALL,110,2025-03-28,46,110.26,Take Profit,,
2025-03-24T20:21:27.900882,SELL,WTW,CALL,335,2025-03-28,15,337.18,Take Profit,,
2025-03-24T20:21:27.911338,SELL,ORCL,CALL,150,2025-03-28,32,154.86,Take Profit,,
2025-03-24T20:21:27.920387,SELL,RTX,CALL,130,2025-03-28,37,134.71,Take Profit,,
2025-03-24T20:21:27.929280,SELL,HD,CALL,350,2025-03-28,14,363.77,Take Profit,,
2025-03-24T20:21:27.938255,SELL,OXY,CALL,50,2025-03-28,104,47.89,Take Profit,,
2025-03-24T20:21:27.947226,SELL,CI,CALL,315,2025-03-28,15,320.28,Take Profit,,
2025-03-24T20:21:27.956528,SELL,QCOM,CALL,155,2025-03-28,31,160.0,Take Profit,,
2025-03-24T20:21:27.966091,SELL,AVGO,CALL,190,2025-03-28,26,191.13,Take Profit,,
2025-03-24T20:21:27.975591,SELL,MSTR,CALL,305,2025-03-28,16,335.54,Take Profit,,
2025-03-24T20:21:27.984158,SELL,CSGP,CALL,80,2025-03-28,63,80.15,Take Profit,,
2025-03-24T20:21:27.993434,SELL,JNJ,CALL,165,2025-03-28,30,163.22,Take Profit,,
2025-03-24T20:21:28.004464,SELL,NVDA,CALL,120,2025-03-28,42,121.24,Take Profit,,
2025-03-24T20:21:28.014122,SELL,APD,CALL,290,2025-03-28,17,293.69,Take Profit,,
2025-03-24T20:21:28.023335,SELL,ADBE,CALL,385,2025-03-28,12,394.36,Take Profit,,
2025-03-24T20:21:28.032341,SELL,AMGN,CALL,315,2025-03-28,15,314.2,Take Profit,,
2025-03-24T20:21:28.041705,SELL,APP,CALL,315,2025-03-28,15,339.69,Take Profit,,
2025-03-24T20:21:28.050980,SELL,RGLD,CALL,155,2025-03-28,31,157.11,Take Profit,,
2025-03-24T20:21:28.060745,SELL,GE,CALL,205,2025-03-28,24,210.21,Take Profit,,
2025-03-24T20:21:28.070177,SELL,XOM,CALL,115,2025-03-28,43,115.78,Take Profit,,
2025-03-24T20:21:28.079872,SELL,FIS,CALL,75,2025-03-28,68,74.27,Take Profit,,
2025-03-24T20:21:28.088712,SELL,BUSE,CALL,20,2025-03-28,227,22.4,Take Profit,,
2025-03-24T20:21:28.098173,SELL,ELV,CALL,425,2025-03-28,11,427.32,Take Profit,,
2025-03-24T20:21:28.107999,SELL,VRTX,CALL,505,2025-03-28,9,511.55,Take Profit,,
2025-03-24T20:21:28.118039,SELL,LOW,CALL,225,2025-03-28,22,232.88,Take Profit,,
2025-03-24T20:21:28.127192,SELL,EXPO,CALL,80,2025-03-28,63,80.14,Take Profit,,
2025-03-24T20:21:28.136343,SELL,PFE,CALL,25,2025-03-28,190,26.125,Take Profit,,
2025-03-24T20:21:28.146245,SELL,PHM,CALL,105,2025-03-28,48,105.85,Take Profit,,
2025-03-24T20:21:28.155796,SELL,MRK,CALL,95,2025-03-28,53,92.32,Take Profit,,
2025-03-24T20:21:28.165930,SELL,ABBV,CALL,210,2025-03-28,23,209.12,Take Profit,,
2025-03-24T20:21:28.176584,SELL,ACGL,CALL,90,2025-03-28,54,93.97,Take Profit,,
2025-03-24T20:21:28.186077,SELL,DVN,CALL,35,2025-03-28,138,36.96,Take Profit,,
2025-03-24T20:21:28.195492,SELL,BC,CALL,55,2025-03-28,88,57.87,Take Profit,,
2025-03-24T20:21:28.204569,SELL,SHW,CALL,335,2025-03-28,14,342.63,Take Profit,,
2025-03-24T20:21:28.214442,SELL,NVT,CALL,55,2025-03-28,87,58.63,Take Profit,,
2025-03-24T20:21:28.224323,SELL,CPAY,CALL,345,2025-03-28,14,357.895,Take Profit,,
2025-03-24T20:21:28.232573,SELL,FI,CALL,220,2025-03-28,22,221.71,Take Profit,,
2025-03-24T20:21:28.242640,SELL,PAYX,CALL,145,2025-03-28,34,144.77,Take Profit,,
2025-03-24T20:21:28.251191,SELL,BABA,CALL,135,2025-03-28,36,134.56,Take Profit,,
2025-03-24T20:21:28.259685,SELL,SNOW,CALL,160,2025-03-28,31,163.16,Take Profit,,
2025-03-24T20:21:28.268843,SELL,IMXI,CALL,15,2025-03-28,384,13.39,Take Profit,,
2025-03-24T20:21:28.277235,SELL,IMXI,CALL,15,2025-03-28,384,13.39,Take Profit,,
2025-03-24T20:21:28.285900,SELL,PCG,CALL,15,2025-03-28,297,17.12,Take Profit,,
2025-03-24T20:21:28.296711,SELL,IMXI,CALL,15,2025-03-28,384,13.39,Take Profit,,
2025-03-24T20:21:28.307389,SELL,IMXI,CALL,15,2025-03-28,384,13.39,Take Profit,,
2025-03-24T20:21:28.316121,SELL,IMXI,CALL,15,2025-03-28,384,13.39,Take Profit,,
2025-03-24T20:21:28.325598,SELL,AEIS,CALL,105,2025-03-28,47,107.13,Take Profit,,
2025-03-24T20:21:28.334697,SELL,AEIS,CALL,105,2025-03-28,47,107.13,Take Profit,,
2025-03-24T20:21:28.345167,SELL,AEIS,CALL,105,2025-03-28,47,107.13,Take Profit,,
2025-03-24T20:21:28.354578,SELL,AEIS,CALL,105,2025-03-28,47,107.13,Take Profit,,
2025-03-24T20:21:28.363918,SELL,AEIS,CALL,105,2025-03-28,47,107.13,Take Profit,,
2025-03-24T20:21:28.373376,SELL,TFX,CALL,140,2025-03-28,35,141.55,Take Profit,,
2025-03-24T20:21:28.384018,SELL,TFX,CALL,140,2025-03-28,35,141.55,Take Profit,,
2025-03-24T20:21:28.393332,SELL,TFX,CALL,140,2025-03-28,35,141.55,Take Profit,,
2025-03-24T20:21:28.402716,SELL,TFX,CALL,140,2025-03-28,35,141.55,Take Profit,,
2025-03-24T20:21:28.411297,SELL,SEPN,CALL,5,2025-03-28,833,6.38,Take Profit,,
2025-03-24T20:21:28.420592,SELL,SEPN,CALL,5,2025-03-28,833,6.38,Take Profit,,
2025-03-24T20:21:28.430828,SELL,SEPN,CALL,5,2025-03-28,833,6.38,Take Profit,,
2025-03-24T20:21:28.440842,SELL,RUSHA,CALL,55,2025-03-28,93,55.76,Take Profit,,
2025-03-24T20:21:28.451299,SELL,SLDB,CALL,5,2025-03-28,1086,4.77,Take Profit,,
2025-03-24T20:21:28.461153,SELL,LIN,CALL,460,2025-03-28,10,458.82,Take Profit,,
2025-03-24T20:21:28.470402,SELL,LIN,CALL,460,2025-03-28,10,458.82,Take Profit,,
2025-03-24T20:21:28.480591,SELL,LIN,CALL,460,2025-03-28,10,458.82,Take Profit,,
2025-03-24T20:21:28.490013,SELL,SVT,CALL,10,2025-03-28,462,10.7,Take Profit,,
2025-03-24T20:21:28.501468,SELL,SVT,CALL,10,2025-03-28,462,10.7,Take Profit,,
2025-03-24T20:21:28.510558,SELL,TBRG,CALL,30,2025-03-28,181,29.38,Take Profit,,
2025-03-24T20:21:28.519410,SELL,TBRG,CALL,30,2025-03-28,181,29.38,Take Profit,,
2025-03-24T20:21:28.528137,SELL,TBRG,CALL,30,2025-03-28,181,29.38,Take Profit,,
2025-03-24T20:21:28.537721,SELL,SVT,CALL,10,2025-03-28,462,10.7,Take Profit,,
2025-03-24T20:21:28.547918,SELL,AKRO,CALL,45,2025-03-28,110,45.04,Take Profit,,
2025-03-24T20:21:28.558078,SELL,OSK,CALL,95,2025-03-28,52,98.63,Take Profit,,
2025-03-24T20:21:28.568042,SELL,LIN,CALL,460,2025-03-28,10,458.82,Take Profit,,
2025-03-24T20:21:28.577873,SELL,LIN,CALL,460,2025-03-28,10,458.82,Take Profit,,
2025-03-24T20:21:28.588494,SELL,FLWS,CALL,5,2025-03-28,862,6.03,Take Profit,,
2025-03-24T20:21:28.598213,SELL,FLWS,CALL,5,2025-03-28,862,6.03,Take Profit,,
2025-03-24T20:21:28.608970,SELL,FLWS,CALL,5,2025-03-28,862,6.03,Take Profit,,
2025-03-24T20:21:28.620000,SELL,FLWS,CALL,5,2025-03-28,862,6.03,Take Profit,,
2025-03-24T20:21:28.631001,SELL,ECL,CALL,250,2025-03-28,19,252.63,Take Profit,,
2025-03-24T20:21:28.641337,SELL,OSK,CALL,95,2025-03-28,52,98.63,Take Profit,,
2025-03-24T20:21:28.651221,SELL,INDB,CALL,65,2025-03-28,79,65.09,Take Profit,,
2025-03-24T20:21:28.660979,SELL,OSK,CALL,95,2025-03-28,52,98.63,Take Profit,,
2025-03-24T20:21:28.671143,SELL,OSK,CALL,95,2025-03-28,52,98.63,Take Profit,,
2025-03-24T20:21:28.679990,SELL,OSK,CALL,95,2025-03-28,52,98.63,Take Profit,,
2025-03-24T20:21:28.690070,SELL,ALLE,CALL,125,2025-03-28,39,130.565,Take Profit,,
2025-03-24T20:21:28.700157,SELL,DLB,CALL,80,2025-03-28,61,81.57,Take Profit,,
2025-03-24T20:21:28.709225,SELL,OSK,CALL,95,2025-03-28,52,98.63,Take Profit,,
2025-03-24T20:21:28.718206,SELL,TTSH,CALL,5,2025-03-28,757,6.67,Take Profit,,
2025-03-24T20:21:28.727452,SELL,TTSH,CALL,5,2025-03-28,757,6.67,Take Profit,,
2025-03-24T20:21:28.738036,SELL,TTSH,CALL,5,2025-03-28,757,6.67,Take Profit,,
2025-03-24T20:21:28.748498,SELL,TTSH,CALL,5,2025-03-28,757,6.67,Take Profit,,
2025-03-24T20:21:28.758691,SELL,OSK,CALL,95,2025-03-28,52,98.63,Take Profit,,
2025-03-24T20:21:28.767771,SELL,OSK,CALL,95,2025-03-28,52,98.63,Take Profit,,
2025-03-24T20:21:28.777512,SELL,OSK,CALL,95,2025-03-28,52,98.63,Take Profit,,
2025-03-24T20:21:28.787548,SELL,OESX,CALL,0,2025-03-28,6250,0.741,Take Profit,,
2025-03-24T20:21:28.796719,SELL,SNA,CALL,330,2025-03-28,15,337.37,Take Profit,,
2025-03-24T20:21:28.806659,SELL,BST,CALL,35,2025-03-28,146,34.88,Take Profit,,
2025-03-24T20:21:28.815828,SELL,ITW,CALL,250,2025-03-28,19,255.7,Take Profit,,
2025-03-24T20:21:28.826246,SELL,MCO,CALL,460,2025-03-28,10,469.01,Take Profit,,
2025-03-24T20:21:28.835370,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:28.845185,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:28.855225,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:28.864316,SELL,CRL,CALL,165,2025-03-28,29,167.28,Take Profit,,
2025-03-24T20:21:28.874440,SELL,PEGA,CALL,75,2025-03-28,68,75.58,Take Profit,,
2025-03-24T20:21:28.885419,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:28.895281,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:28.905642,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:28.914599,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:28.924492,SELL,MCO,CALL,460,2025-03-28,10,469.01,Take Profit,,
2025-03-24T20:21:28.934399,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:28.944328,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:28.955824,SELL,CRL,CALL,165,2025-03-28,29,167.28,Take Profit,,
2025-03-24T20:21:28.967062,SELL,BHRB,CALL,60,2025-03-28,86,58.505,Take Profit,,
2025-03-24T20:21:28.978596,SELL,MCO,CALL,460,2025-03-28,10,469.01,Take Profit,,
2025-03-24T20:21:28.987933,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:28.999093,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:29.009646,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:29.020121,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:29.030016,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:29.040554,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:29.055592,SELL,CBOE,CALL,215,2025-03-28,23,213.705,Take Profit,,
2025-03-24T20:21:29.065998,SELL,VTLE,CALL,20,2025-03-28,225,23.18,Take Profit,,
2025-03-24T20:21:29.077318,SELL,HLMN,CALL,10,2025-03-28,555,9.03,Take Profit,,
2025-03-24T20:21:29.087708,SELL,STRL,CALL,125,2025-03-28,39,133.85,Take Profit,,
2025-03-24T20:21:29.098849,SELL,LH,CALL,235,2025-03-28,21,236.29,Take Profit,,
2025-03-24T20:21:29.109353,SELL,CPAY,CALL,345,2025-03-28,14,357.895,Take Profit,,
2025-03-24T20:21:29.123311,SELL,V,CALL,335,2025-03-28,14,343.74,Take Profit,,
2025-03-24T20:21:29.134249,SELL,CACI,CALL,365,2025-03-28,13,371.68,Take Profit,,
2025-03-24T20:21:29.144625,SELL,PAYX,CALL,145,2025-03-28,34,144.77,Take Profit,,
2025-03-24T20:21:29.154775,SELL,LH,CALL,235,2025-03-28,21,236.29,Take Profit,,
2025-03-24T20:21:29.164342,SELL,EPAC,CALL,40,2025-03-28,119,43.35,Take Profit,,
2025-03-24T20:21:29.177048,SELL,UBER,CALL,75,2025-03-28,65,76.455,Take Profit,,
2025-03-24T20:21:29.188122,SELL,DG,CALL,85,2025-03-28,59,83.19,Take Profit,,
2025-03-24T20:21:29.198506,SELL,AMP,CALL,495,2025-03-28,10,508.6,Take Profit,,
2025-03-24T20:21:29.208871,SELL,FI,CALL,220,2025-03-28,22,221.71,Take Profit,,
2025-03-24T20:21:29.219456,SELL,CRWD,CALL,360,2025-03-28,13,372.51,Take Profit,,
2025-03-24T20:21:29.228795,SELL,AMZN,CALL,195,2025-03-28,25,203.04,Take Profit,,
2025-03-24T20:21:29.238279,SELL,AMZN,CALL,195,2025-03-28,25,203.04,Take Profit,,
2025-03-24T20:21:29.248002,SELL,HUM,CALL,265,2025-03-28,18,271.67,Take Profit,,
2025-03-24T20:21:29.258153,SELL,AMZN,CALL,195,2025-03-28,25,203.04,Take Profit,,
2025-03-24T20:21:29.268379,SELL,WYNN,CALL,85,2025-03-28,60,84.91,Take Profit,,
2025-03-24T20:21:29.279525,SELL,TSLA,CALL,250,2025-03-28,20,278.43,Take Profit,,
2025-03-24T20:21:29.291753,SELL,MRK,CALL,95,2025-03-28,53,92.32,Take Profit,,
2025-03-24T20:21:29.304803,SELL,MSFT,CALL,390,2025-03-28,12,392.6,Take Profit,,
2025-03-24T20:21:29.315820,SELL,AMZN,CALL,195,2025-03-28,25,203.04,Take Profit,,
2025-03-24T20:21:29.325473,SELL,PFE,CALL,25,2025-03-28,190,26.125,Take Profit,,
2025-03-24T20:21:29.336379,SELL,UNP,CALL,235,2025-03-28,21,235.23,Take Profit,,
2025-03-24T20:21:29.346839,SELL,PLD,CALL,110,2025-03-28,46,110.26,Take Profit,,
2025-03-24T20:21:29.357806,SELL,WTW,CALL,335,2025-03-28,15,337.18,Take Profit,,
2025-03-24T20:21:29.369184,SELL,ORCL,CALL,150,2025-03-28,32,154.86,Take Profit,,
2025-03-24T20:21:29.380119,SELL,RTX,CALL,130,2025-03-28,37,134.71,Take Profit,,
2025-03-24T20:21:32.399520,SELL,HD,CALL,350,2025-03-28,14,363.77,Take Profit,,
2025-03-24T20:21:32.413675,SELL,OXY,CALL,50,2025-03-28,104,47.89,Take Profit,,
2025-03-24T20:21:32.424045,SELL,CI,CALL,315,2025-03-28,15,320.28,Take Profit,,
2025-03-24T20:21:32.434247,SELL,QCOM,CALL,155,2025-03-28,31,160.0,Take Profit,,
2025-03-24T20:21:32.445084,SELL,AVGO,CALL,190,2025-03-28,26,191.13,Take Profit,,
2025-03-24T20:21:32.454808,SELL,MSTR,CALL,305,2025-03-28,16,335.54,Take Profit,,
2025-03-24T20:21:32.465314,SELL,CSGP,CALL,80,2025-03-28,63,80.15,Take Profit,,
2025-03-24T20:21:32.474831,SELL,JNJ,CALL,165,2025-03-28,30,163.22,Take Profit,,
2025-03-24T20:21:32.486219,SELL,NVDA,CALL,120,2025-03-28,42,121.24,Take Profit,,
2025-03-24T20:21:32.496476,SELL,APD,CALL,290,2025-03-28,17,293.69,Take Profit,,
2025-03-24T20:21:35.518201,SELL,ADBE,CALL,385,2025-03-28,12,394.36,Take Profit,,
2025-03-24T20:21:35.529433,SELL,AMGN,CALL,315,2025-03-28,15,314.2,Take Profit,,
2025-03-24T20:21:35.541699,SELL,APP,CALL,315,2025-03-28,15,339.69,Take Profit,,
2025-03-24T20:21:35.552412,SELL,RGLD,CALL,155,2025-03-28,31,157.11,Take Profit,,
2025-03-24T20:21:35.562931,SELL,GE,CALL,205,2025-03-28,24,210.21,Take Profit,,
2025-03-24T20:21:35.573731,SELL,XOM,CALL,115,2025-03-28,43,115.78,Take Profit,,
2025-03-24T20:21:35.585196,SELL,FIS,CALL,75,2025-03-28,68,74.27,Take Profit,,
2025-03-24T20:21:35.595653,SELL,BUSE,CALL,20,2025-03-28,227,22.4,Take Profit,,
2025-03-24T20:21:35.608101,SELL,ELV,CALL,425,2025-03-28,11,427.32,Take Profit,,
2025-03-24T20:21:35.618984,SELL,VRTX,CALL,505,2025-03-28,9,511.55,Take Profit,,
2025-03-24T20:21:35.630180,SELL,LOW,CALL,225,2025-03-28,22,232.88,Take Profit,,
2025-03-25T04:29:42.449439,SELL,GRMN,CALL,210,2025-03-28,23,214.46,Take Profit,,
2025-03-25T04:29:42.462143,SELL,HE,CALL,10,2025-03-28,454,11.11,Take Profit,,
2025-03-25T04:29:42.471967,SELL,AMP,CALL,495,2025-03-28,10,508.6,Take Profit,,
2025-03-25T04:29:42.482566,SELL,BRK.B,CALL,520,2025-03-28,9,525.68,Take Profit,,
2025-03-25T04:29:42.494027,SELL,COR,CALL,265,2025-03-28,18,267.455,Take Profit,,
2025-03-25T04:29:42.506313,SELL,AZO,CALL,3605,2025-03-28,1,3666.73,Take Profit,,
2025-03-25T04:29:42.517346,SELL,MCD,CALL,305,2025-03-28,16,305.75,Take Profit,,
2025-03-25T04:29:42.526854,SELL,WMB,CALL,60,2025-03-28,83,61.08,Take Profit,,
2025-03-25T04:29:42.536075,SELL,AZO,CALL,3605,2025-03-28,1,3666.73,Take Profit,,
2025-03-25T04:29:42.546263,SELL,BABA,CALL,135,2025-03-28,36,134.56,Take Profit,,
2025-03-25T04:29:42.556718,SELL,WMB,CALL,60,2025-03-28,83,61.08,Take Profit,,
2025-03-25T04:29:42.568110,SELL,SWTX,CALL,50,2025-03-28,100,48.36,Take Profit,,
2025-03-25T04:29:42.577886,SELL,BABA,CALL,135,2025-03-28,36,134.56,Take Profit,,
2025-03-25T04:29:42.588985,SELL,GRMN,CALL,210,2025-03-28,23,214.46,Take Profit,,
2025-03-25T04:29:42.600568,SELL,HE,CALL,10,2025-03-28,454,11.11,Take Profit,,
2025-03-25T04:29:42.611506,SELL,AMP,CALL,495,2025-03-28,10,508.6,Take Profit,,
2025-03-25T04:29:42.621353,SELL,BRK.B,CALL,520,2025-03-28,9,525.68,Take Profit,,
2025-03-25T04:29:42.632815,SELL,COR,CALL,265,2025-03-28,18,267.455,Take Profit,,
2025-03-25T04:29:42.644748,SELL,AZO,CALL,3605,2025-03-28,1,3666.73,Take Profit,,
2025-03-25T04:29:42.655448,SELL,MCD,CALL,305,2025-03-28,16,305.75,Take Profit,,
2025-03-25T04:29:42.667031,SELL,WMB,CALL,60,2025-03-28,83,61.08,Take Profit,,
2025-03-25T04:29:42.678616,SELL,AZO,CALL,3605,2025-03-28,1,3666.73,Take Profit,,
2025-03-25T04:29:42.690168,SELL,BABA,CALL,135,2025-03-28,36,134.56,Take Profit,,
2025-03-25T04:29:42.700754,SELL,WMB,CALL,60,2025-03-28,83,61.08,Take Profit,,
2025-03-25T04:29:42.711258,SELL,SWTX,CALL,50,2025-03-28,100,48.36,Take Profit,,
2025-03-25T04:29:42.722698,SELL,BABA,CALL,135,2025-03-28,36,134.56,Take Profit,,
2025-03-25T04:29:42.734703,SELL,ACN,CALL,305,2025-03-28,16,307.14,Take Profit,,
2025-03-25T04:29:42.745687,SELL,BAER,CALL,0,2025-03-28,3571,1.315,Take Profit,,
2025-03-25T04:29:42.756890,SELL,VSAT,CALL,10,2025-03-28,510,11.18,Take Profit,,
2025-03-25T04:29:42.768005,SELL,EE,CALL,30,2025-03-28,171,30.73,Take Profit,,
2025-03-25T04:29:42.777845,SELL,CDW,CALL,165,2025-03-28,30,170.21,Take Profit,,
2025-03-25T04:29:42.788987,SELL,HLMN,CALL,10,2025-03-28,555,9.03,Take Profit,,
2025-03-25T04:29:42.800471,SELL,STRL,CALL,125,2025-03-28,39,133.85,Take Profit,,
2025-03-25T04:29:42.810238,SELL,LH,CALL,235,2025-03-28,21,236.29,Take Profit,,
2025-03-25T04:29:42.821097,SELL,CPAY,CALL,345,2025-03-28,14,357.895,Take Profit,,
2025-03-25T04:29:42.831914,SELL,V,CALL,335,2025-03-28,14,343.74,Take Profit,,
2025-03-25T04:29:42.843383,SELL,CACI,CALL,365,2025-03-28,13,371.68,Take Profit,,
2025-03-25T04:29:42.854880,SELL,PAYX,CALL,145,2025-03-28,34,144.77,Take Profit,,
